"RelativePath","SourceType","TgaPath","BtiPath","OriginalDdtPath","Width","Height","TgaImageType","BitsPerPixel","TgaBytes","BtiFound","OriginalDdtFound","ProcessingEligible","DuplicateRelativePath"
"textures\building g marketconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g marketconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g marketconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g marketconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g mineconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g mineconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g mineconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g mineconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g mining camp shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g mining camp shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g mining camp shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g mining camp shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g mining campage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g mining campage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g mining campage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g mining campage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g poswonder 1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g poswonder 1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g poswonder 1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g poswonder 1 shadow.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g poswonder 2 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g poswonder 2 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g poswonder 2 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g poswonder 2 shadow.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g poswonder 3 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g poswonder 3 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g poswonder 3 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g poswonder 3 shadow.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g roofage1.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g roofage1.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g roofage1.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g roofage1.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g roofage2.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g roofage2.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g roofage2.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g roofage2.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g roofage3.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g roofage3.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g roofage3.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g roofage3.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g ruin a shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g ruin a shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g ruin a shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g ruin a shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g ruin c shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g ruin c shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g ruin c shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g ruin c shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g ruins.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g ruins.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g ruins.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g ruins.ddt","128","64","2","32","32786","True","True","True","False"
"textures\building g settlement02 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlement02 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlement02 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlement02 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g settlement02.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlement02.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlement02.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlement02.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g settlement03 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlement03 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlement03 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlement03 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g settlementage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlementage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g settlementage1.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage1.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage1.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlementage1.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g settlementage2.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage2.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage2.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlementage2.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g settlementage3.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage3.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementage3.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlementage3.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g settlementfence.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementfence.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementfence.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlementfence.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g settlementfortified shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementfortified shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g settlementfortified shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g settlementfortified shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g shared01 2 map.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g shared01 2 map.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g shared01 2 map.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g shared01 2 map.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g shared05 2 map.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g shared05 2 map.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g shared05 2 map.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g shared05 2 map.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g shrine shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g shrine shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g shrine shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g shrine shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g shrine.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g shrine.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g shrine.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g shrine.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g siegecamp shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g siegecamp shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g siegecamp shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g siegecamp shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g siegecampconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g siegecampconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g siegecampconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g siegecampconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g stable destroyed shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g stable destroyed shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g stable destroyed shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g stable destroyed shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g stable shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g stable shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g stable shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g stable shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g stableage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g stableage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g stableage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g stableage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g stableage2 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g stableage2 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g stableage2 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g stableage2 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g stableage3 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g stableage3 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g stableage3 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g stableage3 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g stableconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g stableconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g stableconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g stableconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g storehouse destructed shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g storehouse destructed shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g storehouse destructed shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g storehouse destructed shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g storehouse shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g storehouse shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g storehouse shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g storehouse shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g storehouseage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g storehouseage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g storehouseage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g storehouseage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g tcconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g tcconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g tcconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g tcconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g temple shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g temple shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g temple shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g temple shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g temple statues map.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g temple statues map.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g temple statues map.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g temple statues map.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g temple.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g temple.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g temple.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g temple.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g templeage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g templeage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g templeage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g templeage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g templeage1.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g templeage1.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g templeage1.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g templeage1.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g templeage2.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g templeage2.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g templeage2.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g templeage2.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g titan gate door map.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate door map.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate door map.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g titan gate door map.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g titan gate map.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate map.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate map.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g titan gate map.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g titan gate rocks.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate rocks.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate rocks.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g titan gate rocks.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g towerbasearea.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g towerbasearea.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g towerbasearea.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g towerbasearea.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g towerconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g towerconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g towerconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g towerconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g towers.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g towers.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g towers.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g towers.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g towncenter shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g towncenter shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g towncenter shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g towncenter shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g tradedock shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g tradedock shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g tradedock shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g tradedock shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g underground passage greek b.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g underground passage greek b.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g underground passage greek b.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g underground passage greek b.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g underground passage greek.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g underground passage greek.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g underground passage greek.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g underground passage greek.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g wall large shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wall large shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wall large shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wall large shadow.ddt","128","32","2","32","16402","True","True","True","False"
"textures\building g wallbasearea 2 map.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wallbasearea 2 map.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wallbasearea 2 map.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wallbasearea 2 map.ddt","64","256","2","32","65554","True","True","True","False"
"textures\building g wallconnector shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wallconnector shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wallconnector shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wallconnector shadow.ddt","32","32","2","32","4114","True","True","True","False"
"textures\building g wallsage1.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wallsage1.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wallsage1.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wallsage1.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g wallsage2.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wallsage2.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wallsage2.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wallsage2.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g wallsage3.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wallsage3.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wallsage3.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wallsage3.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g watchtower shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g watchtower shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g watchtower shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g watchtower shadow.ddt","32","32","2","32","4114","True","True","True","False"
"textures\building g wonder destructed.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wonder destructed.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wonder destructed.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wonder destructed.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g wonder.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wonder.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wonder.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wonder.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g wondershadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g wondershadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g wondershadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g wondershadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building g zeus 2 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g zeus 2 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g zeus 2 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g zeus 2 shadow.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g zeus 3 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g zeus 3 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g zeus 3 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g zeus 3 shadow.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g zeus wonder shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g zeus wonder shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g zeus wonder shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g zeus wonder shadow.ddt","128","128","2","32","65554","True","True","True","False"
"textures\building g zues wonder.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g zues wonder.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g zues wonder.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g zues wonder.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building g zues wonder01.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building g zues wonder01.tga","D:\AI_upscaling\AoMEE\extracted\textures\building g zues wonder01.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building g zues wonder01.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building gate.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building gate.tga","D:\AI_upscaling\AoMEE\extracted\textures\building gate.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building gate.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building lion statue icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building lion statue icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\building lion statue icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building lion statue icon.ddt","32","32","2","32","4114","True","True","True","False"
"textures\building misc stairs.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building misc stairs.tga","D:\AI_upscaling\AoMEE\extracted\textures\building misc stairs.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building misc stairs.ddt","128","32","2","32","16402","True","True","True","False"
"textures\building n archery range shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n archery range shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n archery range shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n archery range shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n archery rangeage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n archery rangeage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n archery rangeage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n archery rangeage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n archery rangeage3 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n archery rangeage3 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n archery rangeage3 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n archery rangeage3 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n armory destructed shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n armory destructed shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n armory destructed shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n armory destructed shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n armory shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n armory shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n armory shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n armory shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n armoryage3 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n armoryage3 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n armoryage3 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n armoryage3 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n barracks shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n barracks shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n barracks shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n barracks shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n barracksage1 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksage1 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksage1 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n barracksage1 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n barracksage3 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksage3 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksage3 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n barracksage3 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n barracksage4 shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksage4 shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksage4 shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n barracksage4 shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n barracksconstruction shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksconstruction shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n barracksconstruction shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n barracksconstruction shadow.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n constructiontemple.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n constructiontemple.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n constructiontemple.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n constructiontemple.ddt","64","64","2","32","16402","True","True","True","False"
"textures\building n destructed.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n destructed.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n destructed.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n destructed.ddt","256","256","2","32","262162","True","True","True","False"
"textures\building n dock shadow.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\building n dock shadow.tga","D:\AI_upscaling\AoMEE\extracted\textures\building n dock shadow.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\building n dock shadow.ddt","64","64","2","32","16402","True","True","True","False"
