"RelativePath","FullPath","Size","UTF8BOM","Alpha","NoMip","Format","Text"
"dlc-frontend\textures\ui\screen shot a_01.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_01.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_02.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_02.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_03.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_03.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_04.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_04.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_05.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_05.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_06.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_06.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_07.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_07.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_08.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_08.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_09.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_09.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_10.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_10.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_11.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_11.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\screen shot a_12.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\screen shot a_12.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui background opaque 1.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui background opaque 1.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui background opaque 2.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui background opaque 2.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui background opaque 3.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui background opaque 3.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border bottom left corner.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border bottom left corner.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border bottom middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border bottom middle.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border bottom right corner.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border bottom right corner.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border left middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border left middle.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border right middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border right middle.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border top left corner.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border top left corner.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border top middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border top middle.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui border top right corner.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui border top right corner.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow down 32x64 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow down 32x64 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow down 32x64 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow down 32x64 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow down 32x64.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow down 32x64.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow left 64x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow left 64x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow left 64x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow left 64x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow left 64x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow left 64x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow right 64x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow right 64x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow right 64x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow right 64x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow right 64x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow right 64x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow up 32x64 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow up 32x64 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow up 32x64 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow up 32x64 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button arrow up 32x64.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button arrow up 32x64.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button check box 32x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button check box 32x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button check box 32x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button check box 32x32 rollover.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button check box 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button check box 32x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 128x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 128x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 128x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 128x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 128x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 128x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 160x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 160x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 160x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 160x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 160x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 160x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 192x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 192x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 192x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 192x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 192x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 192x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 224x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 224x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 224x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 224x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 224x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 224x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 96x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 96x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 96x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 96x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button long 96x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button long 96x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button radial 32x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button radial 32x32 clicked.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button radial 32x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button radial 32x32 rollover.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button radial 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button radial 32x32.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow down 32x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow down 32x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow down 32x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow down 32x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow down 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow down 32x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow left 32x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow left 32x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow left 32x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow left 32x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow left 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow left 32x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow right 32x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow right 32x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow right 32x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow right 32x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow right 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow right 32x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow up 32x32 clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow up 32x32 clicked.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow up 32x32 rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow up 32x32 rollover.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui button slider arrow up 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui button slider arrow up 32x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui god all random 256x256.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui god all random 256x256.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui god all random 32x32.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui god all random 32x32.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui god boarder highlight 128x128.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui god boarder highlight 128x128.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button clicked.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button foreground film.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button foreground film.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button foreground history.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button foreground history.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button foreground options.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button foreground options.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button foreground steam.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button foreground steam.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button rollover.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui icon button.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui icon button.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map boarder highlight 128x128.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map boarder highlight 128x128.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map boarder template 128x128.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map boarder template 128x128.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map size select giant clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map size select giant clicked.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map size select giant.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map size select giant.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map size select large clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map size select large clicked.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map size select large.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map size select large.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui map size select normal clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui map size select normal clicked.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame button clicked.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame button clicked.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame button glow.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame button glow.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame button rollover.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame button rollover.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame button.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame button.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame left bottom.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame left bottom.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame left middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame left middle.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame left top.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame left top.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame right bottom.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame right bottom.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame right middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame right middle.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame right top.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame right top.bti","25","False","4","False","DeflatedRGBA8","alpha=4 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui pregame transparency background.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui pregame transparency background.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll bottom tile 8x8.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll bottom tile 8x8.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll bottom tile.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll bottom tile.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll cap left 8x8.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll cap left 8x8.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll cap left.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll cap left.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll cap right 8x8.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll cap right 8x8.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll cap right.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll cap right.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll middle 128x16.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll middle 128x16.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll middle 256x16.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll middle 256x16.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll middle 64x16.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll middle 64x16.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll middle tile 8x8.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll middle tile 8x8.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll middle tile.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll middle tile.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll top tile 8x8.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll top tile 8x8.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui scroll top tile.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui scroll top tile.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui text box left.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui text box left.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui text box middle.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui text box middle.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui text box right.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui text box right.bti","25","False","1","False","DeflatedRGBA8","alpha=1 fmt=DeflatedRGBA8"
"dlc-frontend\textures\ui\ui text chat box.bti","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui text chat box.bti","37","False","0","False","DeflatedRGBA8","alpha=0 noalphatest fmt=DeflatedRGBA8"
"textures\_missingtexture.bti","D:\AI_upscaling\AoMEE\extracted\textures\_missingtexture.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\agamemnon map.bti","D:\AI_upscaling\AoMEE\extracted\textures\agamemnon map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\animal aurochs map.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal aurochs map.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\animal baboon corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal baboon corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\animal baboon corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\animal baboon corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
