"RelativePath","FullPath","Size","UTF8BOM","Alpha","NoMip","Format","Text"
"textures\sfx x fire siphon spray 01.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x fire siphon spray 01.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x fire siphon spray.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x fire siphon spray.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x gaia forest pulse.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x gaia forest pulse.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x gaia wonder waterfall.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x gaia wonder waterfall.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x hesperides ring.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x hesperides ring.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x kronos wonder steam.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x kronos wonder steam.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x lampades blood mist.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x lampades blood mist.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x lampades bolt.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x lampades bolt.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x lampades flare.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x lampades flare.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x lampades flaretga.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x lampades flaretga.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x lighthouse glow 2.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x lighthouse glow 2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x lighthouse glow.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x lighthouse glow.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x mirror tower.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x mirror tower.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x monster gate mist.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x monster gate mist.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x monster gate streak.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x monster gate streak.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x monster gater streak.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x monster gater streak.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x myth heka shock.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x myth heka shock.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x oracle los.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x oracle los.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x servant spray.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x servant spray.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x shaft.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x shaft.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x shockwave unit effect.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x shockwave unit effect.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x signal tower ring.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x signal tower ring.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x sky passage glow.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x sky passage glow.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x sky passage.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x sky passage.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x spc temple effect star.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x spc temple effect star.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x spc temple effect swirl.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x spc temple effect swirl.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x spider egg bottom.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x spider egg bottom.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x spider egg sack.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x spider egg sack.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x spider egg.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x spider egg.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x titan atlantean footprint.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x titan atlantean footprint.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x titan crator.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x titan crator.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x titan fire.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x titan fire.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x titan ground lightning.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x titan ground lightning.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x titan wings.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x titan wings.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x titan wingsr.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x titan wingsr.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x vortex portal.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x vortex portal.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\sfx x vortex portal2.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x vortex portal2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x vortex portal3.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x vortex portal3.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\sfx x vortex portal4.bti","D:\AI_upscaling\AoMEE\extracted\textures\sfx x vortex portal4.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\shadow arrow 16x16.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow arrow 16x16.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow cinematic units.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow cinematic units.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select circle 128x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select circle 128x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select circle 16x16.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select circle 16x16.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select circle 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select circle 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select circle 64x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select circle 64x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select farm 128x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select farm 128x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select gold 128x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select gold 128x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select oval 16x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select oval 16x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select oval 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select oval 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select oval 64x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select oval 64x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 128x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 128x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 16x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 16x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 16x16.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 16x16.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 16x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 16x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 32x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 32x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 64x256.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 64x256.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select square 64x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select square 64x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow select titan gate.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select titan gate.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\shadow select tree 128x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow select tree 128x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit air 64x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit air 64x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit ballista 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit ballista 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit cart 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit cart 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit catapult 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit catapult 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit cavalry 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit cavalry 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit chariot 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit chariot 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit chicken 16x16.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit chicken 16x16.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit chieroballista 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit chieroballista 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit circle 128x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit circle 128x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit circle 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit circle 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit circle 64x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit circle 64x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit folstag flag 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit folstag flag 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit fph.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit fph.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit great box 64x128.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit great box 64x128.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit naval 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit naval 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit ram 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit ram 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit scarab 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit scarab 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit square 16x16.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit square 16x16.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit square 16x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit square 16x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit square 32x32.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit square 32x32.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit sword bearers 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit sword bearers 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit thors hammer cart 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit thors hammer cart 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit thors hammer dwarfs carry 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit thors hammer dwarfs carry 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shadow unit thors hammer laying down 32x64.bti","D:\AI_upscaling\AoMEE\extracted\textures\shadow unit thors hammer laying down 32x64.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\shockwall.bti","D:\AI_upscaling\AoMEE\extracted\textures\shockwall.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\siege c fire lance bronze.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance bronze.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c fire lance head bronze.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head bronze.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c fire lance head iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head iron.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c fire lance head.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance head.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c fire lance icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\siege c fire lance iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance iron.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c fire lance.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c sitting tiger icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\siege c sitting tiger iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger iron.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c sitting tiger projectile.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger projectile.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege c sitting tiger.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege e catapult corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege e catapult iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult iron.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege e catapult projectile.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult projectile.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege e catapult skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege e catapult.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege e tower corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e tower corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege e tower iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e tower iron.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\siege e tower skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e tower skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege e tower.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege e tower.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\siege g helepolis corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g helepolis iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis iron.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege g helepolis skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g helepolis.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g helepolis.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege g petrobolos corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g petrobolos iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos iron.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege g petrobolos low.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos low.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege g petrobolos projectile.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos projectile.bti","27","False","0","False","BC3","alpha=0 noalphatest fmt=BC3"
"textures\siege g petrobolos skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g petrobolos tire low.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos tire low.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege g petrobolos.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege g trojan horse wood shadows a.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g trojan horse wood shadows a.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g trojan horse wood shadows b.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g trojan horse wood shadows b.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g trojan horse wood shadows c.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g trojan horse wood shadows c.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege g trojan horse.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege g trojan horse.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ballista bolt iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista bolt iron.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ballista bolt.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista bolt.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ballista corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege n ballista iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista iron.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ballista map.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ballista skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege n ballista.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n catapult map.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n catapult map.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ram corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege n ram iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram iron.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n ram ring iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram ring iron.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\siege n ram ring.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram ring.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\siege n ram skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege n ram.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege n tower map.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege n tower map.bti","15","False","1","False","BC3","alpha=1 fmt=BC3"
"textures\siege x chieroballista corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege x chieroballista corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege x chieroballista downgrade.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista downgrade.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege x chieroballista man upgrade.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man upgrade.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege x chieroballista man.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista man.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege x chieroballista.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x chieroballista.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege x fire siphon corpse bodya.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon corpse bodya.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege x fire siphon corpse skeletona.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon corpse skeletona.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege x fire siphon shadow.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon shadow.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\siege x fire siphon upgrade.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon upgrade.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege x fire siphon.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x fire siphon.bti","27","False","1","False","BC3","alpha=1 noalphatest fmt=BC3"
"textures\siege x onager iron.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x onager iron.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\siege x onager.bti","D:\AI_upscaling\AoMEE\extracted\textures\siege x onager.bti","27","False","4","False","BC3","alpha=4 noalphatest fmt=BC3"
"textures\single wave.bti","D:\AI_upscaling\AoMEE\extracted\textures\single wave.bti","15","False","4","False","BC3","alpha=4 fmt=BC3"
"textures\skyboxbluesky.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\skyboxbluesky_bk.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_bk.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_bk2.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_bk2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_dn.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_dn.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_fr.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_fr.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_fr2.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_fr2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_lf.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_lf.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_lf2.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_lf2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_rt.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_rt.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxbluesky_rt2.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxbluesky_rt2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxstormy_bk.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxstormy_bk.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxstormy_bk2.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxstormy_bk2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxstormy_dn.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxstormy_dn.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxstormy_fr.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxstormy_fr.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\skyboxstormy_fr2.bti","D:\AI_upscaling\AoMEE\extracted\textures\skyboxstormy_fr2.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
