"Filename","Category","Width","Height","AlphaValueCount","AlphaType","TransparentPixels","PartialAlpha","OpaquePixels","AlphaCoveragePct","OpaqueCoveragePct","CoverageGroup","BTIFile"
"infantry g hoplite map_04.tga",,"64","64","3","MultiValue","894","64","3138","78.174","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_04.bti"
"test flags.tga",,"128","128","3","MultiValue","3394","122","12868","79.285","78.54","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\test flags.bti"
"command time shift icons 32.tga",,"32","32","2","Binary","210","0","814","79.492","79.492","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\icons\command time shift icons 32.bti"
"archer g peltast cape bronze.tga",,"64","64","2","Binary","782","0","3314","80.908","80.908","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape bronze.bti"
"archer g peltast cape copper.tga",,"64","64","2","Binary","782","0","3314","80.908","80.908","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape copper.bti"
"archer g peltast cape iron.tga",,"64","64","2","Binary","782","0","3314","80.908","80.908","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape iron.bti"
"archer g peltast cape standard.tga",,"64","64","2","Binary","782","0","3314","80.908","80.908","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast cape standard.bti"
"cavalry x lancer cape iron.tga",,"32","64","3","MultiValue","326","38","1684","84.082","82.227","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer cape iron.bti"
"world a relic standard.tga",,"64","64","2","Binary","704","0","3392","82.812","82.812","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world a relic standard.bti"
"infantry x trident soldier cape iron.tga",,"32","64","3","MultiValue","311","27","1710","84.814","83.496","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier cape iron.bti"
"infantry n bondi head bronze.tga",,"32","32","4","MultiValue","0","124","900","100","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head bronze.bti"
"infantry n bondi head copper.tga",,"32","32","4","MultiValue","0","124","900","100","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head copper.bti"
"infantry n bondi head iron.tga",,"32","32","4","MultiValue","0","124","900","100","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head iron.bti"
"infantry n bondi head standard.tga",,"32","32","4","MultiValue","0","124","900","100","87.891","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi head standard.bti"
"cine x trident soldier cape.tga",,"128","256","3","MultiValue","2465","167","30136","92.477","91.968","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier cape.bti"
"infantry g hypaspist map.tga",,"64","64","2","Binary","243","0","3853","94.067","94.067","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist map.bti"
"cine c shun shoulder.tga",,"128","128","4","MultiValue","0","544","15840","100","96.68","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine c shun shoulder.bti"
"scenario u ferryman map.tga",,"64","64","3","MultiValue","88","22","3986","97.852","97.314","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\scenario u ferryman map.bti"
"building e shrine.tga",,"256","256","3","MultiValue","669","64","64803","98.979","98.882","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building e shrine.bti"
"building c props.tga",,"256","256","69","MultiValue","204","284","65048","99.689","99.255","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building c props.bti"
"animal caribou map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal caribou map.bti"
"animal chicken.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal chicken.bti"
"animal duck map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal duck map.bti"
"animal fish anchovy.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal fish anchovy.bti"
"animal fish herring.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal fish herring.bti"
"animal fish mahi.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal fish mahi.bti"
"animal fish perch.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal fish perch.bti"
"animal fish salmon.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal fish salmon.bti"
"animal lizard map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal lizard map.bti"
"animal rooster.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal rooster.bti"
"animal tiger map.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\animal tiger map.bti"
"attachment c halberd head bronze.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head bronze.bti"
"attachment c halberd head copper.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head copper.bti"
"attachment c halberd head iron.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head iron.bti"
"attachment c halberd head standard.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachment c halberd head standard.bti"
"attachments a axe map.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a axe map.bti"
"attachments a club.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a club.bti"
"attachments a shovel.tga",,"64","8","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a shovel.bti"
"attachments a skeleton.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a skeleton.bti"
"attachments a sling.tga",,"64","32","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments a sling.bti"
"attachments c fire lance.tga",,"64","128","1","Binary","0","0","8192","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c fire lance.bti"
"attachments c halberd bronze.tga",,"128","16","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd bronze.bti"
"attachments c halberd copper.tga",,"128","16","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd copper.bti"
"attachments c halberd iron.tga",,"128","16","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd iron.bti"
"attachments c halberd standard.tga",,"128","16","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c halberd standard.bti"
"attachments c sword jiaolong.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c sword jiaolong.bti"
"attachments g polyphemus club.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments g polyphemus club.bti"
"attachments n shield cinepirateship map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\attachments n shield cinepirateship map.bti"
"background chinese opaque.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background chinese opaque.bti"
"background egypt opaque.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background egypt opaque.bti"
"background fade blue.tga",,"256","16","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade blue.bti"
"background fade green.tga",,"256","16","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade green.bti"
"background fade red.tga",,"256","16","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade red.bti"
"background fade yellow.tga",,"256","16","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background fade yellow.bti"
"background greek opaque.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background greek opaque.bti"
"background norse opaque.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\background norse opaque.bti"
"building e isis wonder03.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder03.bti"
"building e monument1.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building e monument1.bti"
"building e monument3.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building e monument3.bti"
"building g temple statues map.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building g temple statues map.bti"
"building g wonder destructed.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building g wonder destructed.bti"
"building x sky temple roof.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\building x sky temple roof.bti"
"cine a kemsyt head bag.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine a kemsyt head bag.bti"
"cine c shun spear.tga",,"128","256","1","Binary","0","0","32768","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine c shun spear.bti"
"cine spear map.tga",,"128","256","1","Binary","0","0","32768","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine spear map.bti"
"cine x trident soldier helmet.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier helmet.bti"
"hero c general cape.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general cape.bti"
"hero g achilles.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g achilles.bti"
"hero g ajax.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g ajax.bti"
"hero g atalanta.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g atalanta.bti"
"hero g chiron.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g chiron.bti"
"hero g heracles.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g heracles.bti"
"hero g hippolyta.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g hippolyta.bti"
"hero g theseus.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero g theseus.bti"
"hero n ragnorok female head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok female head.bti"
"hero n ragnorok male head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok male head.bti"
"infantry e mercenary head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e mercenary head.bti"
"infantry x trident soldier head iron.tga",,"64","16","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier head iron.bti"
"projectile a siege rock map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\projectile a siege rock map.bti"
"scenario a dwarven forge belt.tga",,"64","16","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge belt.bti"
"scenario a dwarven forge shared a.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge shared a.bti"
"scenario a dwarven forge shared b.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\scenario a dwarven forge shared b.bti"
"scenario u chronos hand.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\scenario u chronos hand.bti"
"sfx a ip glow.tga",,"128","64","1","Binary","0","0","8192","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a ip glow.bti"
"sfx a lighthouse glow.tga",,"32","16","1","Binary","0","0","512","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a lighthouse glow.bti"
"sfx a rain sunlight.tga",,"32","64","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a rain sunlight.bti"
"sfx a rainbow.tga",,"128","64","1","Binary","0","0","8192","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a rainbow.bti"
"sfx b lighthouse glow.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx b lighthouse glow.bti"
"sfx c ip glow.tga",,"128","64","1","Binary","0","0","8192","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx c ip glow.bti"
"sfx g lightning skyflash.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx g lightning skyflash.bti"
"sfx g plenty decal.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx g plenty decal.bti"
"sfx g plenty shadow.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx g plenty shadow.bti"
"sfx n frost ice block unit.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\sfx n frost ice block unit.bti"
"siege c sitting tiger projectile.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger projectile.bti"
"siege g petrobolos projectile.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos projectile.bti"
"siege g trojan horse.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\siege g trojan horse.bti"
"special e phoenix.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix.bti"
"special g agamemnon head.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon head.bti"
"special g athena head.tga",,"128","64","1","Binary","0","0","8192","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\special g athena head.bti"
"special g underworld shade.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\special g underworld shade.bti"
"special n frost giant head upgrade.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant head upgrade.bti"
"special n frost giant head.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant head.bti"
"temp santa hat.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\temp santa hat.bti"
"temp santa head.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\temp santa head.bti"
"titan n troll hammer map.tga",,"128","128","1","Binary","0","0","16384","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\titan n troll hammer map.bti"
"titan n troll map1.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\titan n troll map1.bti"
"ui background blue opaque.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\ui background blue opaque.bti"
"ui background dark blue opaque.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\ui background dark blue opaque.bti"
"ui background yellow opaque.tga",,"8","8","1","Binary","0","0","64","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\ui background yellow opaque.bti"
"ui progress bar flair.tga",,"32","128","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\ui progress bar flair.bti"
"ui text chat box grey.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\ui text chat box grey.bti"
"ui text chat box.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\ui\ui text chat box.bti"
"ui text chat box.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\dlc-frontend\textures\ui\ui text chat box.bti"
"villager e female head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\villager e female head.bti"
"villager g atlantean male head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male head.bti"
"villager g female head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\villager g female head.bti"
"villager n female head.tga",,"32","32","1","Binary","0","0","1024","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\villager n female head.bti"
"world a fountain.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world a fountain.bti"
"world a jade map.tga",,"256","256","1","Binary","0","0","65536","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world a jade map.bti"
"world a relic monkey.tga",,"128","64","1","Binary","0","0","8192","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world a relic monkey.bti"
"world e brazier map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world e brazier map.bti"
"world g brazier map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world g brazier map.bti"
"world g statue base.tga",,"64","32","1","Binary","0","0","2048","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world g statue base.bti"
"world n brazier map.tga",,"64","64","1","Binary","0","0","4096","100","100","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\world n brazier map.bti"
