"Filename","Category","Width","Height","AlphaValueCount","AlphaType","TransparentPixels","PartialAlpha","OpaquePixels","AlphaCoveragePct","OpaqueCoveragePct","CoverageGroup","BTIFile"
"building e obelisk.tga",,"256","128","3","MultiValue","31066","10","1692","5.194","5.164","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building e obelisk.bti"
"cavalry x javelin horse copper.tga",,"128","128","3","MultiValue","15501","27","856","5.389","5.225","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse copper.bti"
"cavalry x javelin horse standard.tga",,"128","128","3","MultiValue","15501","27","856","5.389","5.225","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin horse standard.bti"
"special n frost giant upgrade.tga",,"128","128","3","MultiValue","15492","31","861","5.444","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant upgrade.bti"
"special n frost giant.tga",,"128","128","3","MultiValue","15492","31","861","5.444","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n frost giant.bti"
"special n king folstag upgrade.tga",,"128","128","3","MultiValue","15492","31","861","5.444","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n king folstag upgrade.bti"
"statue x gaia map.tga",,"128","128","3","MultiValue","15491","32","861","5.45","5.255","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\statue x gaia map.bti"
"world g tent.tga",,"128","128","3","MultiValue","15444","76","864","5.737","5.273","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world g tent.bti"
"cavalry g scout horse.tga",,"128","128","3","MultiValue","15491","20","873","5.45","5.328","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g scout horse.bti"
"mu x promethean map.tga",,"64","64","3","MultiValue","3825","51","220","6.616","5.371","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x promethean map.bti"
"cavalry n jarl horse standard.tga",,"128","128","3","MultiValue","15420","73","891","5.884","5.438","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl horse standard.bti"
"special e sphinx.tga",,"128","128","3","MultiValue","15434","49","901","5.798","5.499","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx.bti"
"cavalry n jarl copper.tga",,"64","64","3","MultiValue","3859","11","226","5.786","5.518","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl copper.bti"
"siege n ram iron.tga",,"128","128","3","MultiValue","15464","11","909","5.615","5.548","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram iron.bti"
"siege n ram.tga",,"128","128","3","MultiValue","15464","11","909","5.615","5.548","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ram.bti"
"special n battle boar.tga",,"128","128","3","MultiValue","15449","26","909","5.707","5.548","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n battle boar.bti"
"agamemnon map.tga",,"256","256","3","MultiValue","61815","76","3645","5.678","5.562","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\agamemnon map.bti"
"world g shrine map.tga",,"128","128","2","Binary","15469","0","915","5.585","5.585","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world g shrine map.bti"
"siege g petrobolos iron.tga",,"64","64","2","Binary","3866","0","230","5.615","5.615","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos iron.bti"
"siege g petrobolos.tga",,"64","64","2","Binary","3866","0","230","5.615","5.615","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos.bti"
"world c statue nuwa.tga",,"128","128","131","MultiValue","14225","1232","927","13.177","5.658","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world c statue nuwa.bti"
"cavalry e war elephant iron.tga",,"256","128","3","MultiValue","30750","141","1877","6.158","5.728","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant iron.bti"
"cavalry e war elephant bronze.tga",,"256","128","3","MultiValue","30768","98","1902","6.104","5.804","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant bronze.bti"
"special c dragon turtle.tga",,"256","256","143","MultiValue","60633","1062","3841","7.481","5.861","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c dragon turtle.bti"
"trade g caravan cargo.tga",,"64","64","2","Binary","3854","0","242","5.908","5.908","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade g caravan cargo.bti"
"naval e pirate ship.tga",,"256","256","3","MultiValue","61497","159","3880","6.163","5.92","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval e pirate ship.bti"
"scenario e guardian.tga",,"128","128","3","MultiValue","15375","32","977","6.158","5.963","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e guardian.bti"
"siege c sitting tiger iron.tga",,"64","64","2","Binary","3851","0","245","5.981","5.981","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger iron.bti"
"siege c sitting tiger.tga",,"64","64","2","Binary","3851","0","245","5.981","5.981","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege c sitting tiger.bti"
"Special C Pixiu.tga",,"512","256","232","MultiValue","121102","2101","7869","7.607","6.004","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\Special C Pixiu.bti"
"cine a jarl helmet map.tga",,"128","128","3","MultiValue","15309","87","988","6.561","6.03","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine a jarl helmet map.bti"
"trade e caravan camel.tga",,"128","128","3","MultiValue","15378","16","990","6.14","6.042","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade e caravan camel.bti"
"scenario n reginleif map.tga",,"64","64","2","Binary","3848","0","248","6.055","6.055","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif map.bti"
"trade n caravan cargo.tga",,"128","128","3","MultiValue","15272","90","1022","6.787","6.238","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade n caravan cargo.bti"
"cavalry e war elephant basket copper.tga",,"64","64","3","MultiValue","3795","43","258","7.349","6.299","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant basket copper.bti"
"special e pharaoh.tga",,"64","64","3","MultiValue","3790","47","259","7.471","6.323","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh.bti"
"sfx a serpent.tga",,"64","64","3","MultiValue","3804","31","261","7.129","6.372","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a serpent.bti"
"athenamap.tga",,"256","256","3","MultiValue","61285","69","4182","6.487","6.381","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\athenamap.bti"
"world e tent.tga",,"128","128","2","Binary","15338","0","1046","6.384","6.384","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\world e tent.bti"
"infantry e chariot archer iron map.tga",,"64","64","2","Binary","3832","0","264","6.445","6.445","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e chariot archer iron map.bti"
"scenario theocrat.tga",,"64","64","3","MultiValue","3824","5","267","6.641","6.519","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario theocrat.bti"
"special n troll.tga",,"128","128","3","MultiValue","15294","10","1080","6.653","6.592","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n troll.bti"
"scenario g circe.tga",,"64","64","2","Binary","3825","0","271","6.616","6.616","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g circe.bti"
"siege e catapult iron.tga",,"64","64","2","Binary","3825","0","271","6.616","6.616","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult iron.bti"
"siege e catapult.tga",,"64","64","2","Binary","3825","0","271","6.616","6.616","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege e catapult.bti"
"cine x trident soldier shield.tga",,"256","256","3","MultiValue","60852","340","4344","7.147","6.628","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier shield.bti"
"cavalry x lancer horse copper.tga",,"128","128","3","MultiValue","15252","38","1094","6.909","6.677","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse copper.bti"
"cavalry x lancer horse standard.tga",,"128","128","3","MultiValue","15252","38","1094","6.909","6.677","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x lancer horse standard.bti"
"sfx a healing spring stone.tga",,"256","256","3","MultiValue","61047","79","4410","6.85","6.729","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\sfx a healing spring stone.bti"
"hero g atalanta shield.tga",,"64","32","3","MultiValue","1895","10","143","7.471","6.982","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g atalanta shield.bti"
"special g athena.tga",,"128","128","3","MultiValue","15198","38","1148","7.239","7.007","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g athena.bti"
"infantry n huskarl bronze.tga",,"64","64","3","MultiValue","3794","11","291","7.373","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl bronze.bti"
"infantry n huskarl copper.tga",,"64","64","3","MultiValue","3794","11","291","7.373","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl copper.bti"
"infantry n huskarl iron.tga",,"64","64","3","MultiValue","3794","11","291","7.373","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl iron.bti"
"infantry n huskarl standard.tga",,"64","64","3","MultiValue","3794","11","291","7.373","7.104","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n huskarl standard.bti"
"special g chimera map.tga",,"64","64","3","MultiValue","3778","26","292","7.764","7.129","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g chimera map.bti"
"cine g kastor map.tga",,"256","256","3","MultiValue","60613","230","4693","7.512","7.161","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine g kastor map.bti"
"special c vermillion bird wing.tga",,"256","128","244","MultiValue","27559","2857","2352","15.897","7.178","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing.bti"
"cavalry n jarl bronze.tga",,"64","64","3","MultiValue","3774","27","295","7.861","7.202","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl bronze.bti"
"cavalry n jarl iron.tga",,"64","64","3","MultiValue","3774","27","295","7.861","7.202","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl iron.bti"
"attachments mu x automaton.tga",,"64","64","3","MultiValue","3746","48","302","8.545","7.373","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\attachments mu x automaton.bti"
"cavalry e war elephant basket iron.tga",,"64","64","3","MultiValue","3754","37","305","8.35","7.446","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant basket iron.bti"
"theocrat map.tga",,"256","256","3","MultiValue","60527","80","4929","7.643","7.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\theocrat map.bti"
"scenario c gargarensis map.tga",,"128","128","3","MultiValue","15073","64","1247","8.002","7.611","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c gargarensis map.bti"
"special n fire giant.tga",,"128","128","3","MultiValue","15120","11","1253","7.715","7.648","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n fire giant.bti"
"cavalry c scout horse standard.tga",,"128","128","120","MultiValue","14386","738","1260","12.195","7.69","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse standard.bti"
"titan x promethean 1.tga",,"256","256","3","MultiValue","60200","254","5082","8.142","7.755","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\titan x promethean 1.bti"
"cavalry c cataphract head bronze.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head bronze.bti"
"cavalry c cataphract head copper.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head copper.bti"
"cavalry c cataphract head iron.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head iron.bti"
"cavalry c cataphract head standard.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract head standard.bti"
"infantry c halberdier head bronze.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head bronze.bti"
"infantry c halberdier head copper.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head copper.bti"
"infantry c halberdier head iron.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head iron.bti"
"infantry c halberdier head standard.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier head standard.bti"
"special c terracotta soldier head.tga",,"32","32","18","MultiValue","907","37","80","11.426","7.812","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier head.bti"
"cine x hp fanaticmap.tga",,"256","256","3","MultiValue","60187","95","5254","8.162","8.017","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp fanaticmap.bti"
"cavalry e war elephant basket bronze.tga",,"64","64","3","MultiValue","3751","16","329","8.423","8.032","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant basket bronze.bti"
"cine n huskarl.tga",,"256","256","3","MultiValue","60180","90","5266","8.173","8.035","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine n huskarl.bti"
"hero g athena low map.tga",,"64","64","3","MultiValue","3728","38","330","8.984","8.057","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g athena low map.bti"
"cine x trident soldier.tga",,"256","256","3","MultiValue","60206","22","5308","8.133","8.099","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine x trident soldier.bti"
"trade n caravan ox.tga",,"128","128","3","MultiValue","15008","25","1351","8.398","8.246","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade n caravan ox.bti"
"hero g chiron shield.tga",,"64","32","3","MultiValue","1873","5","170","8.545","8.301","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g chiron shield.bti"
"cavalry c scout horse bronze.tga",,"128","128","109","MultiValue","14291","727","1366","12.775","8.337","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse bronze.bti"
"cavalry c scout horse copper.tga",,"128","128","109","MultiValue","14291","727","1366","12.775","8.337","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse copper.bti"
"cavalry c scout horse iron.tga",,"128","128","109","MultiValue","14291","727","1366","12.775","8.337","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout horse iron.bti"
"building x wall age2.tga",,"256","256","3","MultiValue","59936","62","5538","8.545","8.45","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\building x wall age2.bti"
"cavalry g hippikon horse standard.tga",,"128","128","2","Binary","14988","0","1396","8.521","8.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon horse standard.bti"
"cavalry g prodromos horse standard.tga",,"128","128","2","Binary","14988","0","1396","8.521","8.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos horse standard.bti"
"special g pegasus.tga",,"128","128","2","Binary","14988","0","1396","8.521","8.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g pegasus.bti"
"scenario c kamos.tga",,"128","128","3","MultiValue","14875","108","1401","9.21","8.551","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c kamos.bti"
"projectile a ballista arrow iron.tga",,"64","16","2","Binary","936","0","88","8.594","8.594","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\projectile a ballista arrow iron.bti"
"projectile a ballista arrow.tga",,"64","16","2","Binary","936","0","88","8.594","8.594","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\projectile a ballista arrow.bti"
"siege n ballista bolt iron.tga",,"64","16","2","Binary","936","0","88","8.594","8.594","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista bolt iron.bti"
"siege n ballista bolt.tga",,"64","16","2","Binary","936","0","88","8.594","8.594","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\siege n ballista bolt.bti"
"cavalry e war elephant rider copper.tga",,"64","64","3","MultiValue","3722","20","354","9.131","8.643","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider copper.bti"
"infantry n ulfsark map.tga",,"64","64","3","MultiValue","3731","11","354","8.911","8.643","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark map.bti"
"cavalry c cataphract bronze.tga",,"64","64","101","MultiValue","3277","464","355","19.995","8.667","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract bronze.bti"
"cavalry c cataphract iron.tga",,"64","64","101","MultiValue","3277","464","355","19.995","8.667","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract iron.bti"
"infantry g myrmidon head iron.tga",,"64","32","2","Binary","1869","0","179","8.74","8.74","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g myrmidon head iron.bti"
"mu x atlantean satyr map.tga",,"128","128","3","MultiValue","14879","60","1445","9.186","8.82","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean satyr map.bti"
"infantry n bondi standard.tga",,"64","64","20","MultiValue","3625","109","362","11.499","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n bondi standard.bti"
"naval n kraken upgrade.tga",,"128","64","3","MultiValue","7412","56","724","9.521","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken upgrade.bti"
"naval n kraken.tga",,"128","64","3","MultiValue","7412","56","724","9.521","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\naval n kraken.bti"
"scenario c jiaolong head.tga",,"64","64","36","MultiValue","3614","120","362","11.768","8.838","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c jiaolong head.bti"
"cine a skult map.tga",,"256","256","3","MultiValue","59560","80","5896","9.119","8.997","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine a skult map.bti"
"trade e caravan basket.tga",,"128","128","2","Binary","14907","0","1477","9.015","9.015","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\trade e caravan basket.bti"
"special g minotaur.tga",,"128","128","3","MultiValue","14861","37","1486","9.296","9.07","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g minotaur.bti"
"gine g kamos map.tga",,"256","256","3","MultiValue","59336","188","6012","9.46","9.174","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\gine g kamos map.bti"
"special e apep map.tga",,"128","128","3","MultiValue","14808","73","1503","9.619","9.174","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e apep map.bti"
"cine n reginleif map.tga",,"256","256","3","MultiValue","59455","53","6028","9.279","9.198","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine n reginleif map.bti"
"special e scorpion man upgrade.tga",,"128","128","3","MultiValue","14865","5","1514","9.271","9.241","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man upgrade.bti"
"special e scorpion man.tga",,"128","128","3","MultiValue","14865","5","1514","9.271","9.241","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man.bti"
"lp mu x argus map.tga",,"128","128","3","MultiValue","14745","121","1518","10.004","9.265","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\lp mu x argus map.bti"
"special g medusa low map.tga",,"64","64","3","MultiValue","3665","49","382","10.522","9.326","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special g medusa low map.bti"
"cine g gargarensis map.tga",,"256","256","3","MultiValue","59212","151","6173","9.65","9.419","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\cine g gargarensis map.bti"
"archer c mounted archer bronze.tga",,"64","64","25","MultiValue","3597","109","390","12.183","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer bronze.bti"
"archer c mounted archer copper.tga",,"64","64","25","MultiValue","3597","109","390","12.183","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer copper.bti"
"archer c mounted archer iron.tga",,"64","64","24","MultiValue","3597","109","390","12.183","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer iron.bti"
"archer c mounted archer standard.tga",,"64","64","24","MultiValue","3597","109","390","12.183","9.521","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c mounted archer standard.bti"
"archer c crossbowman head bronze.tga",,"32","32","60","MultiValue","708","217","99","30.859","9.668","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head bronze.bti"
"archer c crossbowman head copper.tga",,"32","32","60","MultiValue","708","217","99","30.859","9.668","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head copper.bti"
"archer c crossbowman head iron.tga",,"32","32","60","MultiValue","708","217","99","30.859","9.668","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman head iron.bti"
"hero c general.tga",,"128","128","139","MultiValue","13861","928","1595","15.399","9.735","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general.bti"
"mu x argus map.tga",,"256","256","3","MultiValue","58719","327","6490","10.402","9.903","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\mu x argus map.bti"
"scenario n reginleif weapons map.tga",,"64","64","3","MultiValue","3679","11","406","10.181","9.912","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n reginleif weapons map.bti"
"special n troll bag.tga",,"64","32","3","MultiValue","1825","20","203","10.889","9.912","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\special n troll bag.bti"
"archer e slinger head bronze.tga",,"32","32","3","MultiValue","917","5","102","10.449","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head bronze.bti"
"archer e slinger head copper.tga",,"32","32","3","MultiValue","917","5","102","10.449","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head copper.bti"
"archer e slinger head iron.tga",,"32","32","3","MultiValue","917","5","102","10.449","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head iron.bti"
"archer e slinger head standard.tga",,"32","32","3","MultiValue","917","5","102","10.449","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger head standard.bti"
"hero g theseus shield.tga",,"64","32","2","Binary","1844","0","204","9.961","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\hero g theseus shield.bti"
"infantry g hoplite head iron.tga",,"32","32","2","Binary","922","0","102","9.961","9.961","0-10%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite head iron.bti"
"cavalry g hippikon horse copper.tga",,"128","128","2","Binary","14745","0","1639","10.004","10.004","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon horse copper.bti"
"cavalry g prodromos horse copper.tga",,"128","128","2","Binary","14745","0","1639","10.004","10.004","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos horse copper.bti"
"cine x hp automatonmap.tga",,"256","256","3","MultiValue","58802","176","6558","10.275","10.007","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x hp automatonmap.bti"
"cine n reginleif weapons map.tga",,"256","256","3","MultiValue","58929","22","6585","10.081","10.048","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n reginleif weapons map.bti"
"archer g toxotes head bronze.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head bronze.bti"
"archer g toxotes head copper.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head copper.bti"
"archer g toxotes head iron.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head iron.bti"
"archer g toxotes head standard.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes head standard.bti"
"cavalry e war elephant rider standard.tga",,"64","64","3","MultiValue","3673","11","412","10.327","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e war elephant rider standard.bti"
"infantry g hypaspist head bronze.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head bronze.bti"
"infantry g hypaspist head copper.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head copper.bti"
"infantry g hypaspist head iron.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head iron.bti"
"infantry g hypaspist head standard.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist head standard.bti"
"special g centaur head upgrade.tga",,"32","32","2","Binary","921","0","103","10.059","10.059","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g centaur head upgrade.bti"
"cine x mp melagius head.tga",,"16","16","2","Binary","230","0","26","10.156","10.156","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine x mp melagius head.bti"
"attachments x shield champion.tga",,"128","64","3","MultiValue","7217","134","841","11.902","10.266","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments x shield champion.bti"
"attachments x shield hero.tga",,"128","64","3","MultiValue","7217","134","841","11.902","10.266","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\attachments x shield hero.bti"
"building c titan gate door map.tga",,"128","128","135","MultiValue","13369","1333","1682","18.402","10.266","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\building c titan gate door map.bti"
"special g shade.tga",,"64","64","3","MultiValue","3664","11","421","10.547","10.278","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special g shade.bti"
"archer c crossbowman standard.tga",,"64","64","104","MultiValue","3133","533","430","23.511","10.498","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman standard.bti"
"sfx g sentinel.tga",,"128","128","2","Binary","14658","0","1726","10.535","10.535","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\sfx g sentinel.bti"
"archer n throwing axeman low bronze.tga",,"32","32","2","Binary","916","0","108","10.547","10.547","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman low bronze.bti"
"archer n throwing axeman low copper.tga",,"32","32","2","Binary","916","0","108","10.547","10.547","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman low copper.bti"
"archer n throwing axeman low iron.tga",,"32","32","2","Binary","916","0","108","10.547","10.547","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman low iron.bti"
"archer n throwing axeman low standard.tga",,"32","32","2","Binary","916","0","108","10.547","10.547","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman low standard.bti"
"special n jarl cape map.tga",,"32","32","3","MultiValue","884","32","108","13.672","10.547","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\special n jarl cape map.bti"
"trash weapon.tga",,"128","64","3","MultiValue","7316","11","865","10.693","10.559","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\trash weapon.bti"
"cavalry g hippikon horse bronze.tga",,"128","128","3","MultiValue","14628","22","1734","10.718","10.583","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon horse bronze.bti"
